gc,target,w
0.59,55,214
0.6,55,214
0.61,30,214
0.62,35,214
0.63,31,214
0.64,42,214
0.65,23,214
0.66,20,214
0.67,21,214
0.68,8,214
0.69,9,214
0.7,2,214
0.71,18,214
0.72,6,214
0.73,4,214
0.74,5,214
0.75,1,214
0.76,3,214
0.77,5,214
0.78,1,214
0.79,3,214
0.8,0,214
0.2,10,215
0.21,12,215
0.22,23,215
0.23,37,215
0.24,54,215
0.25,59,215
0.26,84,215
0.27,214,215
0.28,187,215
0.29,219,215
0.3,255,215
0.31,270,215
0.32,307,215
0.33,510,215
0.34,370,215
0.35,412,215
0.36,401,215
0.37,416,215
0.38,341,215
0.39,392,215
0.4,564,215
0.41,358,215
0.42,358,215
0.43,347,215
0.44,342,215
0.45,324,215
0.46,291,215
0.47,433,215
0.48,262,215
0.49,237,215
0.5,217,215
0.51,204,215
0.52,186,215
0.53,272,215
0.54,173,215
0.55,144,215
0.56,121,215
0.57,80,215
0.58,57,215
0.59,58,215
0.6,75,215
0.61,30,215
0.62,35,215
0.63,29,215
0.64,32,215
0.65,24,215
0.66,18,215
0.67,30,215
0.68,8,215
0.69,7,215
0.7,3,215
0.71,12,215
0.72,11,215
0.73,6,215
0.74,3,215
0.75,1,215
0.76,4,215
0.77,4,215
0.78,2,215
0.79,2,215
0.8,0,215
0.2,7,216
0.21,11,216
0.22,19,216
0.23,37,216
0.24,48,216
0.25,102,216
0.26,98,216
0.27,153,216
0.28,173,216
0.29,206,216
0.3,257,216
0.31,418,216
0.32,297,216
0.33,359,216
0.34,371,216
0.35,398,216
0.36,397,216
0.37,411,216
0.38,545,216
0.39,379,216
0.4,381,216
0.41,354,216
0.42,347,216
0.43,349,216
0.44,515,216
0.45,322,216
0.46,273,216
0.47,298,216
0.48,268,216
0.49,247,216
0.5,314,216
0.51,190,216
0.52,210,216
0.53,178,216
0.54,162,216
0.55,157,216
0.56,167,216
0.57,81,216
0.58,55,216
0.59,57,216
0.6,51,216
0.61,34,216
0.62,50,216
0.63,28,216
0.64,28,216
0.65,25,216
0.66,19,216
0.67,22,216
0.68,9,216
0.69,10,216
0.7,5,216
0.71,12,216
0.72,9,216
0.73,3,216
0.74,4,216
0.75,5,216
0.76,2,216
0.77,4,216
0.78,2,216
0.79,2,216
0.8,0,216
0.2,6,217
0.21,12,217
0.22,17,217
0.23,34,217
0.24,72,217
0.25,74,217
0.26,87,217
0.27,153,217
0.28,161,217
0.29,333,217
0.3,244,217
0.31,283,217
0.32,300,217
0.33,343,217
0.34,372,217
0.35,577,217
0.36,418,217
0.37,402,217
0.38,352,217
0.39,374,217
0.4,370,217
0.41,539,217
0.42,345,217
0.43,348,217
0.44,351,217
0.45,307,217
0.46,289,217
0.47,443,217
0.48,256,217
0.49,241,217
0.5,204,217
0.51,194,217
0.52,204,217
0.53,263,217
0.54,166,217
0.55,140,217
0.56,121,217
0.57,85,217
0.58,62,217
0.59,81,217
0.6,47,217
0.61,31,217
0.62,42,217
0.63,27,217
0.64,29,217
0.65,31,217
0.66,21,217
0.67,19,217
0.68,10,217
0.69,7,217
0.7,4,217
0.71,17,217
0.72,6,217
0.73,3,217
0.74,5,217
0.75,2,217
0.76,6,217
0.77,3,217
0.78,1,217
0.79,2,217
0.8,0,217
0.2,5,218
0.21,12,218
0.22,33,218
0.23,32,218
0.24,51,218
0.25,66,218
0.26,85,218
0.27,146,218
0.28,251,218
0.29,222,218
0.3,245,218
0.31,276,218
0.32,301,218
0.33,512,218
0.34,369,218
0.35,377,218
0.36,418,218
0.37,410,218
0.38,354,218
0.39,559,218
0.4,366,218
0.41,366,218
0.42,351,218
0.43,333,218
0.44,500,218
0.45,325,218
0.46,287,218
0.47,291,218
0.48,254,218
0.49,244,218
0.5,312,218
0.51,199,218
0.52,197,218
0.53,183,218
0.54,165,218
0.55,151,218
0.56,163,218
0.57,83,218
0.58,58,218
0.59,57,218
0.6,49,218
0.61,45,218
0.62,43,218
0.63,32,218
0.64,26,218
0.65,22,218
0.66,17,218
0.67,28,218
0.68,12,218
0.69,5,218
0.7,4,218
0.71,8,218
0.72,14,218
0.73,3,218
0.74,5,218
0.75,2,218
0.76,3,218
0.77,4,218
0.78,3,218
0.79,2,218
0.8,0,218
0.2,4,219
0.21,16,219
0.22,24,219
0.23,32,219
0.24,53,219
0.25,60,219
0.26,153,219
0.27,131,219
0.28,175,219
0.29,221,219
0.3,232,219
0.31,267,219
0.32,477,219
0.33,334,219
0.34,374,219
0.35,362,219
0.36,397,219
0.37,605,219
0.38,360,219
0.39,366,219
0.4,370,219
0.41,372,219
0.42,508,219
0.43,352,219
0.44,327,219
0.45,322,219
0.46,292,219
0.47,420,219
0.48,257,219
0.49,240,219
0.5,204,219
0.51,186,219
0.52,212,219
0.53,267,219
0.54,156,219
0.55,147,219
0.56,102,219
0.57,103,219
0.58,85,219
0.59,50,219
0.6,58,219
0.61,22,219
0.62,42,219
0.63,45,219
0.64,26,219
0.65,19,219
0.66,19,219
0.67,22,219
0.68,16,219
0.69,5,219
0.7,3,219
0.71,9,219
0.72,11,219
0.73,4,219
0.74,6,219
0.75,2,219
0.76,4,219
0.77,3,219
0.78,3,219
0.79,2,219
0.8,0,219
0.2,12,220
0.21,8,220
0.22,19,220
0.23,34,220
0.24,50,220
0.25,97,220
0.26,102,220
0.27,134,220
0.28,164,220
0.29,211,220
0.3,368,220
0.31,270,220
0.32,309,220
0.33,343,220
0.34,357,220
0.35,559,220
0.36,419,220
0.37,399,220
0.38,354,220
0.39,367,220
0.4,545,220
0.41,368,220
0.42,329,220
0.43,341,220
0.44,352,220
0.45,466,220
0.46,290,220
0.47,280,220
0.48,273,220
0.49,219,220
0.5,318,220
0.51,193,220
0.52,189,220
0.53,194,220
0.54,155,220
0.55,211,220
0.56,113,220
0.57,80,220
0.58,58,220
0.59,55,220
0.6,70,220
0.61,31,220
0.62,36,220
0.63,33,220
0.64,27,220
0.65,29,220
0.66,19,220
0.67,20,220
0.68,13,220
0.69,5,220
0.7,8,220
0.71,9,220
0.72,8,220
0.73,4,220
0.74,5,220
0.75,4,220
0.76,4,220
0.77,2,220
0.78,3,220
0.79,2,220
0.8,0,220
0.2,7,221
0.21,11,221
0.22,15,221
0.23,33,221
0.24,78,221
0.25,62,221
0.26,95,221
0.27,129,221
0.28,158,221
0.29,317,221
0.3,246,221
0.31,269,221
0.32,302,221
0.33,533,221
0.34,340,221
0.35,366,221
0.36,405,221
0.37,420,221
0.38,537,221
0.39,358,221
0.4,385,221
0.41,355,221
0.42,333,221
0.43,522,221
0.44,319,221
0.45,315,221
0.46,289,221
0.47,298,221
0.48,369,221
0.49,225,221
0.5,217,221
0.51,198,221
0.52,286,221
0.53,178,221
0.54,158,221
0.55,141,221
0.56,97,221
0.57,143,221
0.58,53,221
0.59,52,221
0.6,45,221
0.61,41,221
0.62,48,221
0.63,33,221
0.64,25,221
0.65,21,221
0.66,17,221
0.67,28,221
0.68,11,221
0.69,4,221
0.7,6,221
0.71,14,221
0.72,6,221
0.73,4,221
0.74,5,221
0.75,2,221
0.76,5,221
0.77,4,221
0.78,1,221
0.79,2,221
0.8,0,221
0.2,7,222
0.21,11,222
0.22,14,222
0.23,48,222
0.24,56,222
0.25,59,222
0.26,95,222
0.27,190,222
0.28,185,222
0.29,209,222
0.3,237,222
0.31,263,222
0.32,462,222
0.33,359,222
0.34,333,222
0.35,367,222
0.36,611,222
0.37,389,222
0.38,359,222
0.39,366,222
0.4,370,222
0.41,527,222
0.42,332,222
0.43,347,222
0.44,323,222
0.45,485,222
0.46,278,222
0.47,282,222
0.48,255,222
0.49,216,222
0.5,322,222
0.51,197,222
0.52,190,222
0.53,179,222
0.54,167,222
0.55,203,222
0.56,106,222
0.57,92,222
0.58,54,222
0.59,82,222
0.6,45,222
0.61,33,222
0.62,36,222
0.63,31,222
0.64,38,222
0.65,21,222
0.66,21,222
0.67,17,222
0.68,16,222
0.69,3,222
0.7,6,222
0.71,10,222
0.72,8,222
0.73,7,222
0.74,4,222
0.75,3,222
0.76,3,222
0.77,5,222
0.78,1,222
0.79,2,222
0.8,0,222
0.2,4,223
0.21,12,223
0.22,23,223
0.23,37,223
0.24,50,223
0.25,64,223
0.26,144,223
0.27,123,223
0.28,168,223
0.29,212,223
0.3,360,223
0.31,287,223
0.32,296,223
0.33,345,223
0.34,346,223
0.35,557,223
0.36,402,223
0.37,393,223
0.38,365,223
0.39,534,223
0.4,375,223
0.41,355,223
0.42,343,223
0.43,512,223
0.44,299,223
0.45,334,223
0.46,280,223
0.47,287,223
0.48,373,223
0.49,216,223
0.5,216,223
0.51,198,223
0.52,275,223
0.53,169,223
0.54,166,223
0.55,144,223
0.56,111,223
0.57,128,223
0.58,56,223
0.59,57,223
0.6,44,223
0.61,51,223
0.62,37,223
0.63,30,223
0.64,26,223
0.65,29,223
0.66,20,223
0.67,18,223
0.68,12,223
0.69,4,223
0.7,10,223
0.71,9,223
0.72,7,223
0.73,5,223
0.74,5,223
0.75,3,223
0.76,4,223
0.77,3,223
0.78,2,223
0.79,2,223
0.8,0,223
0.2,5,224
0.21,15,224
0.22,19,224
0.23,32,224
0.24,50,224
0.25,98,224
0.26,99,224
0.27,118,224
0.28,158,224
0.29,319,224
0.3,244,224
0.31,283,224
0.32,290,224
0.33,519,224
0.34,333,224
0.35,375,224
0.36,396,224
0.37,405,224
0.38,527,224
0.39,376,224
0.4,374,224
0.41,351,224
0.42,504,224
0.43,338,224
0.44,310,224
0.45,319,224
0.46,448,224
0.47,274,224
0.48,254,224
0.49,216,224
0.5,308,224
0.51,201,224
0.52,192,224
0.53,173,224
0.54,232,224
0.55,139,224
0.56,106,224
0.57,95,224
0.58,81,224
0.59,53,224
0.6,42,224
0.61,33,224
0.62,51,224
0.63,34,224
0.64,21,224
0.65,22,224
0.66,16,224
0.67,27,224
0.68,11,224
0.69,3,224
0.7,8,224
0.71,12,224
0.72,6,224
0.73,5,224
0.74,4,224
0.75,4,224
0.76,5,224
0.77,3,224
0.78,1,224
0.79,2,224
0.8,0,224
0.2,7,225
0.21,11,225
0.22,18,225
0.23,25,225
0.24,76,225
0.25,72,225
0.26,89,225
0.27,124,225
0.28,235,225
0.29,223,225
0.3,244,225
0.31,264,225
0.32,445,225
0.33,345,225
0.34,329,225
0.35,375,225
0.36,594,225
0.37,388,225
0.38,362,225
0.39,370,225
0.4,533,225
0.41,348,225
0.42,356,225
0.43,323,225
0.44,483,225
0.45,315,225
0.46,286,225
0.47,283,225
0.48,373,225
0.49,202,225
0.5,215,225
0.51,199,225
0.52,276,225
0.53,169,225
0.54,167,225
0.55,128,225
0.56,175,225
0.57,80,225
0.58,57,225
0.59,47,225
0.6,67,225
0.61,34,225
0.62,34,225
0.63,31,225
0.64,37,225
0.65,19,225
0.66,20,225
0.67,19,225
0.68,15,225
0.69,3,225
0.7,8,225
0.71,6,225
0.72,11,225
0.73,5,225
0.74,4,225
0.75,3,225
0.76,6,225
0.77,3,225
0.78,1,225
0.79,2,225
0.8,0,225
0.2,6,226
0.21,11,226
0.22,16,226
0.23,47,226
0.24,49,226
0.25,69,226
0.26,87,226
0.27,184,226
0.28,163,226
0.29,209,226
0.3,239,226
0.31,396,226
0.32,312,226
0.33,328,226
0.34,342,226
0.35,551,226
0.36,400,226
0.37,377,226
0.38,534,226
0.39,374,226
0.4,364,226
0.41,338,226
0.42,517,226
0.43,335,226
0.44,310,226
0.45,316,226
0.46,432,226
0.47,282,226
0.48,246,226
0.49,220,226
0.5,304,226
0.51,201,226
0.52,190,226
0.53,158,226
0.54,236,226
0.55,136,226
0.56,116,226
0.57,96,226
0.58,78,226
0.59,53,226
0.6,39,226
0.61,37,226
0.62,54,226
0.63,31,226
0.64,24,226
0.65,28,226
0.66,21,226
0.67,15,226
0.68,11,226
0.69,8,226
0.7,8,226
0.71,7,226
0.72,8,226
0.73,7,226
0.74,3,226
0.75,4,226
0.76,3,226
0.77,5,226
0.78,1,226
0.79,2,226
0.8,0,226
0.2,6,227
0.21,10,227
0.22,21,227
0.23,37,227
0.24,47,227
0.25,68,227
0.26,135,227
0.27,126,227
0.28,155,227
0.29,201,227
0.3,344,227
0.31,268,227
0.32,320,227
0.33,494,227
0.34,335,227
0.35,355,227
0.36,414,227
0.37,562,227
0.38,354,227
0.39,375,227
0.4,361,227
0.41,513,227
0.42,343,227
0.43,341,227
0.44,449,227
0.45,332,227
0.46,286,227
0.47,273,227
0.48,390,227
0.49,189,227
0.5,213,227
0.51,186,227
0.52,285,227
0.53,160,227
0.54,166,227
0.55,131,227
0.56,171,227
0.57,90,227
0.58,50,227
0.59,76,227
0.6,38,227
0.61,37,227
0.62,30,227
0.63,52,227
0.64,19,227
0.65,24,227
0.66,17,227
0.67,22,227
0.68,12,227
0.69,6,227
0.7,11,227
0.71,7,227
0.72,6,227
0.73,6,227
0.74,4,227
0.75,5,227
0.76,3,227
0.77,3,227
0.78,2,227
0.79,2,227
0.8,0,227
0.2,5,228
0.21,12,228
0.22,16,228
0.23,37,228
0.24,38,228
0.25,104,228
0.26,97,228
0.27,122,228
0.28,153,228
0.29,300,228
0.3,225,228
0.31,255,228
0.32,490,228
0.33,318,228
0.34,346,228
0.35,331,228
0.36,601,228
0.37,379,228
0.38,370,228
0.39,540,228
0.4,356,228
0.41,337,228
0.42,349,228
0.43,504,228
0.44,288,228
0.45,341,228
0.46,408,228
0.47,272,228
0.48,253,228
0.49,212,228
0.5,301,228
0.51,194,228
0.52,190,228
0.53,164,228
0.54,237,228
0.55,136,228
0.56,113,228
0.57,126,228
0.58,46,228
0.59,56,228
0.6,39,228
0.61,50,228
0.62,33,228
0.63,36,228
0.64,35,228
0.65,18,228
0.66,17,228
0.67,17,228
0.68,17,228
0.69,6,228
0.7,5,228
0.71,12,228
0.72,7,228
0.73,5,228
0.74,4,228
0.75,5,228
0.76,3,228
0.77,3,228
0.78,2,228
0.79,2,228
0.8,0,228
0.2,5,229
0.21,13,229
0.22,14,229
0.23,31,229
0.24,65,229
0.25,71,229
0.26,97,229
0.27,112,229
0.28,229,229
0.29,214,229
0.3,231,229
0.31,396,229
0.32,317,229
0.33,316,229
0.34,517,229
0.35,366,229
0.36,381,229
0.37,381,229
0.38,540,229
0.39,371,229
0.4,369,229
0.41,506,229
0.42,326,229
0.43,358,229
0.44,291,229
0.45,468,229
0.46,289,229
0.47,263,229
0.48,380,229
0.49,196,229
0.5,204,229
0.51,198,229
0.52,272,229
0.53,164,229
0.54,162,229
0.55,202,229
0.56,107,229
0.57,82,229
0.58,53,229
0.59,73,229
0.6,39,229
0.61,36,229
0.62,47,229
0.63,33,229
0.64,22,229
0.65,22,229
0.66,28,229
0.67,15,229
0.68,11,229
0.69,9,229
0.7,5,229
0.71,10,229
0.72,9,229
0.73,4,229
0.74,4,229
0.75,5,229
0.76,4,229
0.77,2,229
0.78,2,229
0.79,2,229
0.8,1,229
0.2,9,230
0.21,8,230
0.22,13,230
0.23,49,230
0.24,42,230
0.25,68,230
0.26,94,230
0.27,186,230
0.28,145,230
0.29,203,230
0.3,344,230
0.31,269,230
0.32,315,230
0.33,480,230
0.34,352,230
0.35,343,230
0.36,380,230
0.37,579,230
0.38,356,230
0.39,364,230
0.4,533,230
0.41,329,230
0.42,336,230
0.43,514,230
0.44,280,230
0.45,322,230
0.46,298,230
0.47,387,230
0.48,262,230
0.49,204,230
0.5,296,230
0.51,200,230
0.52,176,230
0.53,251,230
0.54,157,230
0.55,135,230
0.56,116,230
0.57,120,230
0.58,47,230
0.59,55,230
0.6,60,230
0.61,34,230
0.62,35,230
0.63,40,230
0.64,26,230
0.65,18,230
0.66,21,230
0.67,22,230
0.68,11,230
0.69,7,230
0.7,7,230
0.71,11,230
0.72,3,230
0.73,9,230
0.74,3,230
0.75,5,230
0.76,2,230
0.77,4,230
0.78,2,230
0.79,1,230
0.8,2,230
0.2,5,231
0.21,9,231
0.22,12,231
0.23,46,231
0.24,36,231
0.25,67,231
0.26,142,231
0.27,125,231
0.28,149,231
0.29,300,231
0.3,221,231
0.31,266,231
0.32,461,231
0.33,319,231
0.34,355,231
0.35,519,231
0.36,386,231
0.37,388,231
0.38,350,231
0.39,541,231
0.4,385,231
0.41,303,231
0.42,524,231
0.43,342,231
0.44,277,231
0.45,477,231
0.46,279,231
0.47,253,231
0.48,387,231
0.49,185,231
0.5,207,231
0.51,195,231
0.52,276,231
0.53,160,231
0.54,150,231
0.55,210,231
0.56,104,231
0.57,87,231
0.58,75,231
0.59,52,231
0.6,40,231
0.61,53,231
0.62,32,231
0.63,31,231
0.64,23,231
0.65,24,231
0.66,25,231
0.67,15,231
0.68,15,231
0.69,6,231
0.7,3,231
0.71,15,231
0.72,3,231
0.73,8,231
0.74,4,231
0.75,5,231
0.76,3,231
0.77,3,231
0.78,2,231
0.79,1,231
0.8,1,231
0.2,5,232
0.21,9,232
0.22,24,232
0.23,30,232
0.24,37,232
0.25,102,232
0.26,95,232
0.27,121,232
0.28,224,232
0.29,213,232
0.3,217,232
0.31,394,232
0.32,323,232
0.33,311,232
0.34,517,232
0.35,354,232
0.36,357,232
0.37,393,232
0.38,551,232
0.39,345,232
0.4,386,232
0.41,475,232
0.42,358,232
0.43,332,232
0.44,441,232
0.45,318,232
0.46,293,232
0.47,378,232
0.48,272,232
0.49,202,232
0.5,291,232
0.51,185,232
0.52,197,232
0.53,238,232
0.54,146,232
0.55,133,232
0.56,167,232
0.57,79,232
0.58,46,232
0.59,79,232
0.6,36,232
0.61,39,232
0.62,44,232
0.63,30,232
0.64,25,232
0.65,14,232
0.66,32,232
0.67,13,232
0.68,8,232
0.69,11,232
0.7,7,232
0.71,8,232
0.72,8,232
0.73,6,232
0.74,3,232
0.75,6,232
0.76,4,232
0.77,1,232
0.78,3,232
0.79,1,232
0.8,1,232
0.2,3,233
0.21,15,233
0.22,15,233
0.23,31,233
0.24,56,233
0.25,76,233
0.26,94,233
0.27,183,233
0.28,148,233
0.29,200,233
0.3,340,233
0.31,269,233
0.32,308,233
0.33,498,233
0.34,314,233
0.35,361,233
0.36,576,233
0.37,373,233
0.38,342,233
0.39,537,233
0.4,357,233
0.41,317,233
0.42,527,233
0.43,315,233
0.44,287,233
0.45,471,233
0.46,276,233
0.47,263,233
0.48,374,233
0.49,203,233
0.5,187,233
0.51,196,233
0.52,273,233
0.53,157,233
0.54,145,233
0.55,213,233
0.56,106,233
0.57,90,233
0.58,74,233
0.59,50,233
0.6,46,233
0.61,52,233
0.62,27,233
0.63,35,233
0.64,36,233
0.65,11,233
0.66,20,233
0.67,25,233
0.68,13,233
0.69,3,233
0.7,9,233
0.71,9,233
0.72,6,233
0.73,9,233
0.74,2,233
0.75,2,233
0.76,7,233
0.77,1,233
0.78,2,233
0.79,2,233
0.8,1,233
0.2,3,234
0.21,15,234
0.22,13,234
0.23,26,234
0.24,54,234
0.25,74,234
0.26,136,234
0.27,130,234
0.28,142,234
0.29,308,234
0.3,212,234
0.31,262,234
0.32,458,234
0.33,332,234
0.34,328,234
0.35,525,234
0.36,385,234
0.37,388,234
0.38,525,234
0.39,349,234
0.4,369,234
0.41,471,234
0.42,351,234
0.43,322,234
0.44,447,234
0.45,321,234
0.46,273,234
0.47,407,234
0.48,240,234
0.49,223,234
0.5,280,234
0.51,188,234
0.52,191,234
0.53,236,234
0.54,144,234
0.55,135,234
0.56,163,234
0.57,88,234
0.58,39,234
0.59,74,234
0.6,44,234
0.61,38,234
0.62,50,234
0.63,27,234
0.64,21,234
0.65,22,234
0.66,23,234
0.67,15,234
0.68,19,234
0.69,3,234
0.7,5,234
0.71,15,234
0.72,3,234
0.73,7,234
0.74,4,234
0.75,3,234
0.76,6,234
0.77,1,234
0.78,2,234
0.79,2,234
0.8,1,234
0.2,8,235
0.21,10,235
0.22,12,235
0.23,45,235
0.24,29,235
0.25,72,235
0.26,135,235
0.27,125,235
0.28,137,235
0.29,289,235
0.3,217,235
0.31,402,235
0.32,305,235
0.33,324,235
0.34,512,235
0.35,315,235
0.36,390,235
0.37,576,235
0.38,347,235
0.39,344,235
0.4,532,235
0.41,308,235
0.42,354,235
0.43,476,235
0.44,304,235
0.45,330,235
0.46,398,235
0.47,278,235
0.48,229,235
0.49,328,235
0.5,196,235
0.51,279,235
0.52,177,235
0.53,166,235
0.54,215,235
0.55,134,235
0.56,106,235
0.57,118,235
0.58,42,235
0.59,57,235
0.6,58,235
0.61,37,235
0.62,27,235
0.63,47,235
0.64,24,235
0.65,11,235
0.66,34,235
0.67,12,235
0.68,12,235
0.69,7,235
0.7,7,235
0.71,13,235
0.72,3,235
0.73,8,235
0.74,4,235
0.75,3,235
0.76,5,235
0.77,1,235
0.78,2,235
0.79,2,235
0.8,1,235
0.2,7,236
0.21,6,236
0.22,24,236
0.23,29,236
0.24,32,236
0.25,104,236
0.26,92,236
0.27,116,236
0.28,224,236
0.29,190,236
0.3,220,236
0.31,382,236
0.32,301,236
0.33,478,236
0.34,347,236
0.35,332,236
0.36,571,236
0.37,381,236
0.38,334,236
0.39,526,236
0.4,361,236
0.41,313,236
0.42,512,236
0.43,324,236
0.44,450,236
0.45,317,236
0.46,256,236
0.47,401,236
0.48,254,236
0.49,193,236
0.5,290,236
0.51,186,236
0.52,191,236
0.53,235,236
0.54,148,236
0.55,137,236
0.56,161,236
0.57,76,236
0.58,78,236
0.59,51,236
0.6,37,236
0.61,56,236
0.62,28,236
0.63,30,236
0.64,35,236
0.65,12,236
0.66,22,236
0.67,24,236
0.68,11,236
0.69,7,236
0.7,6,236
0.71,8,236
0.72,6,236
0.73,9,236
0.74,2,236
0.75,4,236
0.76,5,236
0.77,1,236
0.78,3,236
0.79,1,236
0.8,1,236
0.2,8,237
0.21,6,237
0.22,19,237
0.23,29,237
0.24,64,237
0.25,62,237
0.26,94,237
0.27,177,237
0.28,144,237
0.29,188,237
0.3,332,237
0.31,256,237
0.32,454,237
0.33,319,237
0.34,337,237
0.35,504,237
0.36,391,237
0.37,372,237
0.38,524,237
0.39,352,237
0.4,359,237
0.41,483,237
0.42,344,237
0.43,480,237
0.44,299,237
0.45,313,237
0.46,392,237
0.47,270,237
0.48,237,237
0.49,322,237
0.5,200,237
0.51,270,237
0.52,185,237
0.53,151,237
0.54,225,237
0.55,133,237
0.56,100,237
0.57,118,237
0.58,54,237
0.59,74,237
0.6,33,237
0.61,38,237
0.62,44,237
0.63,29,237
0.64,28,237
0.65,20,237
0.66,25,237
0.67,13,237
0.68,15,237
0.69,3,237
0.7,12,237
0.71,6,237
0.72,6,237
0.73,10,237
0.74,2,237
0.75,2,237
0.76,6,237
0.77,1,237
0.78,3,237
0.79,1,237
0.8,1,237
0.2,8,238
0.21,9,238
0.22,13,238
0.23,29,238
0.24,59,238
0.25,60,238
0.26,137,238
0.27,129,238
0.28,133,238
0.29,294,238
0.3,222,238
0.31,248,238
0.32,422,238
0.33,336,238
0.34,486,238
0.35,353,238
0.36,373,238
0.37,558,238
0.38,344,238
0.39,540,238
0.4,331,238
0.41,327,238
0.42,503,238
0.43,310,238
0.44,313,238
0.45,443,238
0.46,269,238
0.47,399,238
0.48,230,238
0.49,196,238
0.5,305,238
0.51,173,238
0.52,193,238
0.53,232,238
0.54,151,238
0.55,197,238
0.56,98,238
0.57,76,238
0.58,81,238
0.59,44,238
0.6,39,238
0.61,54,238
0.62,25,238
0.63,48,238
0.64,25,238
0.65,12,238
0.66,36,238
0.67,9,238
0.68,16,238
0.69,3,238
0.7,6,238
0.71,13,238
0.72,3,238
0.73,9,238
0.74,3,238
0.75,2,238
0.76,6,238
0.77,1,238
0.78,2,238
0.79,2,238
0.8,1,238
0.2,7,239
0.21,9,239
0.22,11,239
0.23,46,239
0.24,41,239
0.25,53,239
0.26,136,239
0.27,123,239
0.28,202,239
0.29,212,239
0.3,214,239
0.31,375,239
0.32,296,239
0.33,468,239
0.34,326,239
0.35,344,239
0.36,562,239
0.37,369,239
0.38,535,239
0.39,342,239
0.4,350,239
0.41,480,239
0.42,329,239
0.43,320,239
0.44,485,239
0.45,290,239
0.46,406,239
0.47,258,239
0.48,233,239
0.49,313,239
0.5,194,239
0.51,265,239
0.52,194,239
0.53,149,239
0.54,214,239
0.55,135,239
0.56,160,239
0.57,63,239
0.58,54,239
0.59,66,239
0.6,38,239
0.61,46,239
0.62,38,239
0.63,31,239
0.64,34,239
0.65,14,239
0.66,28,239
0.67,17,239
0.68,8,239
0.69,9,239
0.7,5,239
0.71,9,239
0.72,8,239
0.73,8,239
0.74,4,239
0.75,2,239
0.76,4,239
0.77,2,239
0.78,2,239
0.79,2,239
0.8,1,239
0.2,9,240
0.21,8,240
0.22,23,240
0.23,30,240
0.24,40,240
0.25,89,240
0.26,87,240
0.27,119,240
0.28,198,240
0.29,204,240
0.3,325,240
0.31,248,240
0.32,446,240
0.33,319,240
0.34,317,240
0.35,520,240
0.36,364,240
0.37,371,240
0.38,533,240
0.39,346,240
0.4,524,240
0.41,330,240
0.42,479,240
0.43,301,240
0.44,328,240
0.45,440,240
0.46,272,240
0.47,272,240
0.48,340,240
0.49,197,240
0.5,307,240
0.51,169,240
0.52,278,240
0.53,146,240
0.54,143,240
0.55,199,240
0.56,102,240
0.57,75,240
0.58,80,240
0.59,43,240
0.6,62,240
0.61,40,240
0.62,38,240
0.63,29,240
0.64,25,240
0.65,18,240
0.66,29,240
0.67,9,240
0.68,15,240
0.69,6,240
0.7,10,240
0.71,6,240
0.72,9,240
0.73,6,240
0.74,4,240
0.75,4,240
0.76,2,240
0.77,2,240
0.78,2,240
0.79,2,240
0.8,1,240
0.2,9,241
0.21,7,241
0.22,17,241
0.23,30,241
0.24,59,241
0.25,67,241
0.26,86,241
0.27,181,241
0.28,125,241
0.29,303,241
0.3,216,241
0.31,239,241
0.32,447,241
0.33,306,241
0.34,478,241
0.35,346,241
0.36,388,241
0.37,534,241
0.38,350,241
0.39,520,241
0.4,346,241
0.41,478,241
0.42,328,241
0.43,311,241
0.44,462,241
0.45,310,241
0.46,411,241
0.47,241,241
0.48,241,241
0.49,296,241
0.5,219,241
0.51,249,241
0.52,186,241
0.53,150,241
0.54,218,241
0.55,136,241
0.56,157,241
0.57,59,241
0.58,57,241
0.59,67,241
0.6,37,241
0.61,61,241
0.62,24,241
0.63,46,241
0.64,17,241
0.65,14,241
0.66,35,241
0.67,8,241
0.68,14,241
0.69,6,241
0.7,6,241
0.71,12,241
0.72,5,241
0.73,8,241
0.74,4,241
0.75,1,241
0.76,6,241
0.77,1,241
0.78,2,241
0.79,2,241
0.8,1,241
0.2,8,242
0.21,11,242
0.22,11,242
0.23,26,242
0.24,58,242
0.25,65,242
0.26,122,242
0.27,136,242
0.28,117,242
0.29,297,242
0.3,210,242
0.31,370,242
0.32,300,242
0.33,453,242
0.34,330,242
0.35,336,242
0.36,554,242
0.37,358,242
0.38,532,242
0.39,345,242
0.4,519,242
0.41,316,242
0.42,318,242
0.43,464,242
0.44,319,242
0.45,438,242
0.46,268,242
0.47,259,242
0.48,351,242
0.49,197,242
0.5,311,242
0.51,162,242
0.52,262,242
0.53,145,242
0.54,149,242
0.55,203,242
0.56,99,242
0.57,93,242
0.58,63,242
0.59,43,242
0.6,58,242
0.61,36,242
0.62,45,242
0.63,28,242
0.64,32,242
0.65,14,242
0.66,26,242
0.67,15,242
0.68,10,242
0.69,9,242
0.7,9,242
0.71,10,242
0.72,5,242
0.73,4,242
0.74,7,242
0.75,2,242
0.76,5,242
0.77,1,242
0.78,2,242
0.79,2,242
0.8,1,242
0.2,5,243
0.21,13,243
0.22,11,243
0.23,44,243
0.24,35,243
0.25,63,243
0.26,115,243
0.27,135,243
0.28,197,243
0.29,192,243
0.3,338,243
0.31,232,243
0.32,301,243
0.33,450,243
0.34,331,243
0.35,503,243
0.36,389,243
0.37,542,243
0.38,332,243
